email,training type,Week,marks_type,Score
elliehughes@example.com,PowerBI Training,Week 10,Quiz,67
jacksonbennett@example.com,PowerBI Training,Week 10,Quiz,19
lunasanders@example.com,PowerBI Training,Week 10,Quiz,68
zacharyrogers@example.com,PowerBI Training,Week 10,Quiz,72
naomiward@example.com,PowerBI Training,Week 10,Quiz,33
liambrown@example.com,PowerBI Training,Week 10,Quiz,48
gabriellacruz@example.com,PowerBI Training,Week 10,Quiz,46
patrickreed@example.com,PowerBI Training,Week 10,Quiz,97
zoeylong@example.com,PowerBI Training,Week 10,Quiz,57
calebscott@example.com,PowerBI Training,Week 10,Quiz,4
harperthompson@example.com,PowerBI Training,Week 10,Quiz,94
blakecarter@example.com,PowerBI Training,Week 10,Quiz,23
emilycoleman@example.com,PowerBI Training,Week 10,Quiz,36
dominicmyers@example.com,PowerBI Training,Week 10,Quiz,53
gracebell@example.com,PowerBI Training,Week 10,Quiz,50
isaacwright@example.com,PowerBI Training,Week 10,Quiz,4
lilyphillips@example.com,PowerBI Training,Week 10,Quiz,45
jaydenstewart@example.com,PowerBI Training,Week 10,Quiz,51
charlotteallen@example.com,PowerBI Training,Week 10,Quiz,87
